"Tradename";"License #";"UBI";"Street Address";"Suite/Rm";"City";"State";"County";"ZipCode";"PrivDesc";"PrivilegeStatus";"DayPhone"
"THE WASHINGTON STATE CANNABIS GROUP          ";"421658";"6030389270010002";"8606 PRESTON FALL CITY RD SE  ";"                         ";"PRESTON                 ";"WA";"KING";"980500000";"MEDICAL ENDORSEMENT                ";"ACTIVE (ISSUED)";"2063807824"
"THE WEED SHOP                                ";"421962";"6035806680010001";"4161 HANNEGAN RD              ";"                         ";"BELLINGHAM              ";"WA";"WHATCOM";"982269196";"MEDICAL ENDORSEMENT                ";"PENDING (NOT ISSUED)";"          "
"THE WEED SPOT                                ";"420321";"6035498650010001";"5808 SUMMITVIEW AVE STE B     ";"                         ";"YAKIMA                  ";"WA";"YAKIMA";"989083095";"MEDICAL ENDORSEMENT                ";"PENDING (NOT ISSUED)";"          "
"THE WEED STORE LLC                           ";"422920";"6036043470010001";"3213 S 38TH ST STE A-2        ";"                         ";"TACOMA                  ";"WA";"PIERCE";"984095617";"MEDICAL ENDORSEMENT                ";"PENDING (NOT ISSUED)";"          "
"THE WEED STORE, LLC                          ";"088809";"6035497360010001";"11519 E SPRAGUE AVE           ";"                         ";"SPOKANE VALLEY          ";"WA";"SPOKANE";"992065134";"MEDICAL ENDORSEMENT                ";"PENDING (NOT ISSUED)";"          "
"THE WORLD OF HEMP                            ";"421808";"6035748120010001";"14112 PACIFIC AVE S STE B     ";"                         ";"TACOMA                  ";"WA";"PIERCE";"984444641";"MEDICAL ENDORSEMENT                ";"PENDING (NOT ISSUED)";"          "
"THE ZIP                                      ";"421175";"6035577190010001";"2728 4TH AVE S                ";"                         ";"SEATTLE                 ";"WA";"KING";"981341913";"MEDICAL ENDORSEMENT                ";"PENDING (NOT ISSUED)";"          "
"THE ZONE                                     ";"421226";"6035571510010001";"390 N WEST AVE STE B          ";"                         ";"ARLINGTON               ";"WA";"SNOHOMISH";"982231343";"MEDICAL ENDORSEMENT                ";"PENDING (NOT ISSUED)";"          "
"THEBE                                        ";"421912";"6035727050010001";"502 SECOND PLACE              ";"                         ";"SOAP LAKE               ";"WA";"GRANT";"98851    ";"MEDICAL ENDORSEMENT                ";"PENDING (NOT ISSUED)";"          "
"THEOREM                                      ";"415115";"6033594140010002";"6323 NE BOTHEL WAY            ";"                         ";"KENMORE                 ";"WA";"KING";"980280000";"MEDICAL ENDORSEMENT                ";"ACTIVE (ISSUED)";"2066418344"
"THEOREM                                      ";"422452";"6033572450010005";"670 S BURLINGTON BLVD         ";"                         ";"BURLINGTON              ";"WA";"SKAGIT";"982332210";"MEDICAL ENDORSEMENT                ";"PENDING (NOT ISSUED)";"          "
"THIS BUD'S FOR YOU                           ";"420713";"6035528960010001";"1813 SE 112TH PL              ";"STE A                    ";"VANCOUVER               ";"WA";"CLARK";"986646202";"MEDICAL ENDORSEMENT                ";"PENDING (NOT ISSUED)";"          "
"THREE LETTERS                                ";"420449";"6035502880010001";"4652 159TH AVE SE             ";"                         ";"BELLEVUE                ";"WA";"KING";"980063259";"MEDICAL ENDORSEMENT                ";"PENDING (NOT ISSUED)";"          "
"THREE LITTLE BIRDS                           ";"421033";"6032838880010001";"3412 N DIVISION ST            ";"                         ";"SPOKANE                 ";"WA";"SPOKANE";"992071804";"MEDICAL ENDORSEMENT                ";"PENDING (NOT ISSUED)";"          "
"THRIVE                                       ";"423096";"6033423140010004";"927 W 2ND AVE STE 1           ";"                         ";"SPOKANE                 ";"WA";"SPOKANE";"992014501";"MEDICAL ENDORSEMENT                ";"ACTIVE (ISSUED)";"5098604315"
"TIERRA REALTY LLC                            ";"422788";"6036035750010001";"5752 27TH AVE NE              ";"                         ";"SEATTLE                 ";"WA";"KING";"981055512";"MEDICAL ENDORSEMENT                ";"PENDING (NOT ISSUED)";"          "
"TIGRAN GASPARYAN                             ";"420704";"6034699890010002";"2915 S M ST                   ";"                         ";"TACOMA                  ";"WA";"PIERCE";"984098224";"MEDICAL ENDORSEMENT                ";"PENDING (NOT ISSUED)";"          "
"TJ'S CANNABIS BUDS, EDIBLES, OILS & MORE     ";"415183";"6033625650010001";"1428 OLYMPIC HWY S            ";"STE A                    ";"SHELTON                 ";"WA";"MASON";"985840000";"MEDICAL ENDORSEMENT                ";"ACTIVE (ISSUED)";"3604272990"
"TK VENTURES                                  ";"420919";"6035536520010001";"7459 S 128TH ST               ";"                         ";"SEATTLE                 ";"WA";"KING";"981784347";"MEDICAL ENDORSEMENT                ";"PENDING (NOT ISSUED)";"          "
"TOKE OF THE TOWN LLC                         ";"422000";"6035763870010001";"17903 STATE ROUTE 536         ";"                         ";"MOUNT VERNON            ";"WA";"SKAGIT";"982733269";"MEDICAL ENDORSEMENT                ";"PENDING (NOT ISSUED)";"          "
"TOKE, INC.                                   ";"422633";"6035991220010001";"407 26TH AVE S                ";"                         ";"SEATTLE                 ";"WA";"KING";"981442334";"MEDICAL ENDORSEMENT                ";"PENDING (NOT ISSUED)";"          "
"TOKEN HERB                                   ";"400209";"6033519780010001";"837 A CRESCENT BEACH RD       ";"                         ";"EASTSOUND               ";"WA";"SAN JUAN";"982451695";"MEDICAL ENDORSEMENT                ";"ACTIVE (ISSUED)";"3603766900"
"TOKER FRIENDLY                               ";"417486";"6034472620010002";"1515 S LYONS RD  STE B        ";"STE B                    ";"AIRWAY HEIGHTS          ";"WA";"SPOKANE";"990010000";"MEDICAL ENDORSEMENT                ";"ACTIVE (ISSUED)";"5092448728"
"TOM OROURKE                                  ";"420034";"6027457020010003";"27623 COVINGTON WAY SE STE 3  ";"                         ";"COVINGTON               ";"WA";"KING";"980429137";"MEDICAL ENDORSEMENT                ";"PENDING (NOT ISSUED)";"          "
"TOP CAT ENTERPRISES                          ";"414513";"6033560240010003";"13217 41ST AVE NE BLDG B      ";"                         ";"MARYSVILLE              ";"WA";"SNOHOMISH";"982717808";"MEDICAL ENDORSEMENT                ";"PENDING (ISSUED)";"2534489170"
"TOP CAT ENTERPRISES                          ";"414513";"6033560240010004";"2310 STATE ROUTE 530 NE STE B ";"                         ";"ARLINGTON               ";"WA";"SNOHOMISH";"982239020";"MEDICAL ENDORSEMENT                ";"PENDING (NOT ISSUED)";"          "
"TOP GREENZ, LLC                              ";"421505";"6033480740010002";"4824 COLLEGE AVE              ";"                         ";"EVERETT                 ";"WA";"SNOHOMISH";"982033218";"MEDICAL ENDORSEMENT                ";"PENDING (NOT ISSUED)";"          "
"TOP HAT CONCENTRATES, LLC                    ";"416937";"6035502630010001";"74 PIT RD STE A               ";"                         ";"BREWSTER                ";"WA";"OKANOGAN";"988129676";"MEDICAL ENDORSEMENT                ";"PENDING (NOT ISSUED)";"          "
"TOP SHELF CANNABIS                           ";"414256";"6033505750010001";"3863 HANNEGAN RD              ";"                         ";"BELLINGHAM              ";"WA";"WHATCOM";"982269103";"MEDICAL ENDORSEMENT                ";"ACTIVE (ISSUED)";"3602243735"
"TOP SHELF CANNABIS                           ";"421043";"6034462460010001";"4165 HANNEGAN RD STE D        ";"                         ";"BELLINGHAM              ";"WA";"WHATCOM";"982269196";"MEDICAL ENDORSEMENT                ";"PENDING (NOT ISSUED)";"          "
"TOP SHELF CANNABIS                           ";"421044";"6034462460010002";"2017 BAKERVIEW RD             ";"                         ";"BELLINGHAM              ";"WA";"WHATCOM";"98226    ";"MEDICAL ENDORSEMENT                ";"PENDING (NOT ISSUED)";"          "
"TOPLINE BUDS                                 ";"422555";"6024105490010001";"8201 SKI VIEW LN SW           ";"                         ";"OLYMPIA                 ";"WA";"THURSTON";"98512    ";"MEDICAL ENDORSEMENT                ";"PENDING (NOT ISSUED)";"          "
"TOTAL RESOLVE                                ";"420345";"6029165360020002";"6103 S CONKLIN RD             ";"STE C                    ";"GREENACRES              ";"WA";"SPOKANE";"99016    ";"MEDICAL ENDORSEMENT                ";"PENDING (NOT ISSUED)";"          "
"TRAN DU                                      ";"420465";"6027402010010002";"1006 SE 199TH AVE             ";"                         ";"CAMAS                   ";"WA";"CLARK";"986079812";"MEDICAL ENDORSEMENT                ";"PENDING (NOT ISSUED)";"          "
"TREEHOUSE CLUB                               ";"413369";"6034203350010001";"14421 E TRENT AVE             ";"                         ";"SPOKANE VALLEY          ";"WA";"SPOKANE";"992161392";"MEDICAL ENDORSEMENT                ";"ACTIVE (ISSUED)";"5094132169"
"TRI-CHOMES                                   ";"421081";"6027679060010002";"1210 N WENATCHEE AVE STE M    ";"                         ";"WENATCHEE               ";"WA";"CHELAN";"988016707";"MEDICAL ENDORSEMENT                ";"PENDING (NOT ISSUED)";"          "
"TRICHOME                                     ";"421511";"6035572020010001";"23917 12TH PL S #2502-A       ";"                         ";"DES MOINES              ";"WA";"KING";"981985425";"MEDICAL ENDORSEMENT                ";"PENDING (NOT ISSUED)";"          "
"TRICHOME & CALYX CORP.                       ";"415234";"6033531960010003";"3845 BRIDGE WAY N             ";"                         ";"SEATTLE                 ";"WA";"KING";"981030000";"MEDICAL ENDORSEMENT                ";"ACTIVE (ISSUED)";"7138760850"
"TRINTY                                       ";"420781";"6033529920010002";"4028 MCKINLEY AVE             ";"                         ";"TACOMA                  ";"WA";"PIERCE";"984042942";"MEDICAL ENDORSEMENT                ";"PENDING (NOT ISSUED)";"          "
"TRIPLE C COLLECTIVE, LLC                     ";"352400";"6031373140010007";"2708 6TH AVE                  ";"                         ";"TACOMA                  ";"WA";"PIERCE";"984067213";"MEDICAL ENDORSEMENT                ";"ACTIVE (ISSUED)";"2535074725"
"TRIPLE C COLLECTIVE, LLC                     ";"423271";"6031373140010004";"12195 WILLOWS RD NE           ";"                         ";"REDMOND                 ";"WA";"KING";"980520000";"MEDICAL ENDORSEMENT                ";"PENDING (NOT ISSUED)";"          "
"TROUTS                                       ";"420484";"6033575920010002";"3001 6TH AVE STE B            ";"                         ";"TACOMA                  ";"WA";"PIERCE";"984066202";"MEDICAL ENDORSEMENT                ";"PENDING (NOT ISSUED)";"          "
"TROVE CANNABIS                               ";"414871";"6033568870010002";"218 N SAMISH WAY STE #103     ";"                         ";"BELLINGHAM              ";"WA";"WHATCOM";"982250000";"MEDICAL ENDORSEMENT                ";"PENDING (ISSUED)";"2062362867"
"TRU GREENTHUMB                               ";"079720";"6035599710010002";"1350 ATLANTIC AVE             ";"                         ";"WOODLAND                ";"WA";"COWLITZ";"986748457";"MEDICAL ENDORSEMENT                ";"PENDING (NOT ISSUED)";"          "
"TUMBLEWEED                                   ";"422927";"6036051960010003";"1805 152ND STREET CT NW STE C ";"                         ";"GIG HARBOR              ";"WA";"PIERCE";"983329769";"MEDICAL ENDORSEMENT                ";"PENDING (NOT ISSUED)";"          "
"TUN'S TEES AND ACCESSORIES                   ";"420526";"6034473480010002";"3304 151ST ST SW              ";"                         ";"LYNNWOOD                ";"WA";"SNOHOMISH";"980872403";"MEDICAL ENDORSEMENT                ";"PENDING (NOT ISSUED)";"          "
"TURNER & VISKOVICH, LLC                      ";"422544";"6035955990010001";"827 E FRANCIS AVE             ";"                         ";"SPOKANE                 ";"WA";"SPOKANE";"992083638";"MEDICAL ENDORSEMENT                ";"CLOSED (PERMANENT)";"          "
"UNCLE IKE'S                                  ";"414533";"6034095790010001";"2310 EAST UNION ST            ";"                         ";"SEATTLE                 ";"WA";"KING";"981222966";"MEDICAL ENDORSEMENT                ";"ACTIVE (ISSUED)";"2065055555"
"UNCLE IKES                                   ";"421514";"6035617000010001";"9822 15TH AVE SW              ";"SUITE B                  ";"SEATTLE                 ";"WA";"KING";"981062850";"MEDICAL ENDORSEMENT                ";"ACTIVE (ISSUED)";"2063915510"
"UNION STATION, CORP                          ";"421638";"6035523800010002";"463 N MARKET BLVD             ";"                         ";"CHEHALIS                ";"WA";"LEWIS";"985322627";"MEDICAL ENDORSEMENT                ";"PENDING (NOT ISSUED)";"          "
"URBAN BUD                                    ";"415010";"6033850920010001";"112 S 24TH ST                 ";"                         ";"TACOMA                  ";"WA";"PIERCE";"984022904";"MEDICAL ENDORSEMENT                ";"ACTIVE (ISSUED)";"2533271572"
"URBAN FARMACY                                ";"420295";"6033084340010003";"19031 SE 63RD PL              ";"                         ";"ISSAQUAH                ";"WA";"KING";"980278621";"MEDICAL ENDORSEMENT                ";"PENDING (NOT ISSUED)";"          "
"URBAN GARDEN SPECIALTY                       ";"422604";"6029555970010001";"1415 S WENATCHEE AVE          ";"                         ";"WENATCHEE               ";"WA";"CHELAN";"98801    ";"MEDICAL ENDORSEMENT                ";"PENDING (NOT ISSUED)";"          "
"VALLEY COMPASSION                            ";"422554";"6020693650010004";"1323 E EMPIRE AVE             ";"                         ";"SPOKANE                 ";"WA";"SPOKANE";"992073023";"MEDICAL ENDORSEMENT                ";"PENDING (NOT ISSUED)";"          "
"VANCANN RX                                   ";"420815";"6034598170010001";"3021 NE 72ND DR STE 9 # 179   ";"                         ";"VANCOUVER               ";"WA";"CLARK";"986617499";"MEDICAL ENDORSEMENT                ";"PENDING (NOT ISSUED)";"          "
"VANDY'S HAPPY PLACE                          ";"421153";"6024882990010006";"4315 MAIN ST                  ";"                         ";"UNION GAP               ";"WA";"YAKIMA";"989032115";"MEDICAL ENDORSEMENT                ";"PENDING (NOT ISSUED)";"          "
